scenario,rep,seed,groups,pop,area_type,p_MDA_percent,p_covered,Y_TAS,tas_sample,mf_prev_2010_end,ant_prev_2010_end_allages,years_to_elimination,total_infected_people,total_years_with_infection,total_mda_doses,mda_years,tas_surveys,mf_zero_at_end,final_year
1,1,824057,316,53893,AS,0.5,0.6,2,1500,0.593738,3.58319,-1,1230,4244,189121,6,11,0,2040
1,2,824058,316,53753,AS,0.5,0.6,2,1500,0.570829,3.63095,-1,1191,4617,189233,6,11,0,2040
1,3,824059,316,54208,AS,0.5,0.6,2,1500,0.572738,3.51938,-1,1242,4481,188194,6,11,0,2040
1,4,824060,316,53361,AS,0.5,0.6,2,1500,0.561283,3.5413,-1,1148,3928,187576,6,11,0,2040
1,5,824061,316,53227,AS,0.5,0.6,2,1500,0.593738,3.55159,-1,1202,4407,187150,6,11,0,2040
1,6,824062,316,53941,AS,0.5,0.6,2,1500,0.580374,3.46674,-1,1155,4270,157541,5,12,0,2040
1,7,824063,316,53483,AS,0.5,0.6,2,1500,0.645284,3.53262,-1,1395,5095,187745,6,11,0,2040
1,8,824064,316,53419,AS,0.5,0.6,2,1500,0.568919,3.48294,-1,1119,3732,187597,6,11,0,2040
1,9,824065,316,52878,AS,0.5,0.6,2,1500,0.549828,3.5121,-1,1141,4067,186805,6,11,0,2040
1,10,824066,316,53425,AS,0.5,0.6,2,1500,0.628102,3.60712,-1,1288,4329,250922,8,11,0,2040
1,1,924057,316,53586,AS,0.5,0.6,3,1500,0.616648,3.4869,-1,1200,4253,251388,8,7,0,2040
1,2,924058,316,53469,AS,0.5,0.6,3,1500,0.578465,3.5821,-1,1199,4327,250228,8,7,0,2040
1,3,924059,316,53660,AS,0.5,0.6,3,1500,0.58992,3.45124,-1,1381,5692,221075,7,7,0,2040
1,4,924060,316,52497,AS,0.5,0.6,3,1500,0.666285,3.54106,-1,1321,4698,250430,8,3,1,2028
1,5,924061,316,53220,AS,0.5,0.6,3,1500,0.628102,3.48171,-1,1473,5798,251060,8,7,0,2040
1,6,924062,316,52593,AS,0.5,0.6,3,1500,0.622375,3.56099,-1,1311,4758,251744,8,2,1,2026
1,7,924063,316,52874,AS,0.5,0.6,3,1500,0.561283,3.47959,-1,1264,4299,251795,8,4,1,2032
1,8,924064,316,53547,AS,0.5,0.6,3,1500,0.593738,3.55198,-1,1373,5383,250955,8,7,0,2040
1,9,924065,316,53481,AS,0.5,0.6,3,1500,0.660557,3.64231,-1,1504,5636,250772,8,7,0,2040
1,10,924066,316,53077,AS,0.5,0.6,3,1500,0.572738,3.53054,-1,1289,4884,250530,8,7,0,2040
1,1,824157,316,51623,AS,0.5,0.7,2,1500,0.599465,3.58516,-1,1220,4075,180635,5,2,1,2022
1,2,824158,316,53523,AS,0.5,0.7,2,1500,0.612829,3.43249,-1,1379,5446,182774,5,12,0,2040
1,3,824159,316,53277,AS,0.5,0.7,2,1500,0.597556,3.64197,-1,1308,4777,145843,4,11,0,2040
1,4,824160,316,52425,AS,0.5,0.7,2,1500,0.580374,3.51353,-1,1162,3888,182728,5,3,1,2024
1,5,824161,316,52570,AS,0.5,0.7,2,1500,0.580374,3.64085,-1,1132,3800,183186,5,6,1,2029
1,6,824162,316,52211,AS,0.5,0.7,2,1500,0.572738,3.42288,-1,1175,3932,182418,5,6,1,2029
1,7,824163,316,53589,AS,0.5,0.7,2,1500,0.555556,3.44808,-1,1158,4136,183236,5,12,0,2040
1,8,824164,316,52433,AS,0.5,0.7,2,1500,0.597556,3.51989,-1,1261,4133,182855,5,4,1,2025
1,9,824165,316,52353,AS,0.5,0.7,2,1500,0.563192,3.36347,-1,1061,3563,182883,5,3,1,2024
1,10,824166,316,53124,AS,0.5,0.7,2,1500,0.597556,3.6112,-1,1241,3938,145616,4,10,1,2038
1,1,924157,316,53666,AS,0.5,0.7,3,1500,0.578465,3.51388,-1,1206,4322,182681,5,7,0,2040
1,2,924158,316,52466,AS,0.5,0.7,3,1500,0.599465,3.45771,-1,1303,4709,256260,7,2,1,2025
1,3,924159,316,51840,AS,0.5,0.7,3,1500,0.597556,3.50525,-1,1259,4401,181750,5,2,1,2023
1,4,924160,316,52504,AS,0.5,0.7,3,1500,0.597556,3.44327,-1,1271,4440,256427,7,2,1,2025
1,5,924161,316,52370,AS,0.5,0.7,3,1500,0.639557,3.63414,-1,1243,4012,182916,5,2,1,2026
1,6,924162,316,52227,AS,0.5,0.7,3,1500,0.609011,3.55252,-1,1277,4691,219103,6,2,1,2024
1,7,924163,316,52453,AS,0.5,0.7,3,1500,0.58992,3.68615,-1,1183,4109,146278,4,2,1,2024
1,8,924164,316,52175,AS,0.5,0.7,3,1500,0.664376,3.60942,-1,1358,4946,218315,6,2,1,2024
1,9,924165,316,53164,AS,0.5,0.7,3,1500,0.582283,3.54389,-1,1237,4195,182295,5,7,0,2040
1,10,924166,316,51899,AS,0.5,0.7,3,1500,0.603284,3.47488,-1,1197,4298,253802,7,2,1,2025
1,1,824257,316,51918,AS,0.5,0.8,2,1500,0.612829,3.4432,-1,1149,3490,207772,5,2,1,2022
1,2,824258,316,52674,AS,0.5,0.8,2,1500,0.578465,3.4292,-1,1031,3276,125229,3,5,1,2028
1,3,824259,316,52032,AS,0.5,0.8,2,1500,0.61092,3.58264,-1,1179,3729,166450,4,2,1,2021
1,4,824260,316,53768,AS,0.5,0.8,2,1500,0.555556,3.52403,-1,1116,3990,124765,3,12,0,2040
1,5,824261,316,52136,AS,0.5,0.8,2,1500,0.616648,3.5836,-1,1167,3705,166654,4,2,1,2021
1,6,824262,316,51896,AS,0.5,0.8,2,1500,0.544101,3.39823,-1,939,2861,207497,5,2,1,2022
1,7,824263,316,54055,AS,0.5,0.8,2,1500,0.63383,3.68865,-1,1123,3801,125769,3,12,0,2040
1,8,824264,316,53221,AS,0.5,0.8,2,1500,0.582283,3.37197,-1,1134,3945,125350,3,12,0,2040
1,9,824265,316,52074,AS,0.5,0.8,2,1500,0.624284,3.49162,-1,1214,3915,208401,5,2,1,2022
1,10,824266,316,53725,AS,0.5,0.8,2,1500,0.652921,3.62384,-1,1268,4334,125363,3,12,0,2040
1,1,924257,316,53272,AS,0.5,0.8,3,1500,0.620466,3.54921,-1,1265,4329,166386,4,8,0,2040
1,2,924258,316,53768,AS,0.5,0.8,3,1500,0.622375,3.54397,-1,1211,4026,166887,4,8,0,2040
1,3,924259,316,53940,AS,0.5,0.8,3,1500,0.641466,3.55228,-1,1260,4263,167750,4,8,0,2040
1,4,924260,316,52548,AS,0.5,0.8,3,1500,0.61092,3.6411,-1,1153,3682,167469,4,2,1,2024
1,5,924261,316,52414,AS,0.5,0.8,3,1500,0.649103,3.5208,-1,1294,4210,167218,4,2,1,2024
1,6,924262,316,53848,AS,0.5,0.8,3,1500,0.58992,3.4393,-1,1281,4706,166305,4,8,0,2040
1,7,924263,316,53704,AS,0.5,0.8,3,1500,0.601375,3.58153,-1,1190,4277,167381,4,8,0,2040
1,8,924264,316,52214,AS,0.5,0.8,3,1500,0.609011,3.62671,-1,1249,3983,166896,4,2,1,2023
1,9,924265,316,53226,AS,0.5,0.8,3,1500,0.551737,3.53933,-1,1054,3589,166432,4,8,0,2040
1,10,924266,316,52579,AS,0.5,0.8,3,1500,0.65483,3.48815,-1,1241,4306,167294,4,3,1,2028
1,1,924057,316,53591,AS,0.6,0.6,2,1500,0.616648,3.4869,-1,1252,4521,188206,6,11,0,2040
1,2,924058,316,53938,AS,0.6,0.6,2,1500,0.578465,3.5821,-1,1264,4955,220417,7,12,0,2040
1,3,924059,316,53818,AS,0.6,0.6,2,1500,0.58992,3.45124,-1,1273,4816,220402,7,12,0,2040
1,4,924060,316,53279,AS,0.6,0.6,2,1500,0.666285,3.54106,-1,1371,5334,187940,6,11,0,2040
1,5,924061,316,53330,AS,0.6,0.6,2,1500,0.628102,3.48171,-1,1209,4202,187603,6,11,0,2040
1,6,924062,316,54029,AS,0.6,0.6,2,1500,0.622375,3.56099,-1,1358,4961,188898,6,11,0,2040
1,7,924063,316,52300,AS,0.6,0.6,2,1500,0.561283,3.47959,-1,1217,3925,187715,6,3,1,2025
1,8,924064,316,53277,AS,0.6,0.6,2,1500,0.593738,3.55198,-1,1269,4578,187810,6,11,0,2040
1,9,924065,316,53804,AS,0.6,0.6,2,1500,0.660557,3.64231,-1,1462,5190,188032,6,11,0,2040
1,10,924066,316,53429,AS,0.6,0.6,2,1500,0.572738,3.53054,-1,1299,5144,187870,6,11,0,2040
1,1,1024057,316,53424,AS,0.6,0.6,3,1500,0.572738,3.51708,-1,1242,4563,250560,8,7,0,2040
1,2,1024058,316,52419,AS,0.6,0.6,3,1500,0.607102,3.55183,-1,1206,4657,217272,7,4,1,2031
1,3,1024059,316,53441,AS,0.6,0.6,3,1500,0.630011,3.53222,-1,1370,5126,251998,8,7,0,2040
1,4,1024060,316,53990,AS,0.6,0.6,3,1500,0.605193,3.62615,-1,1340,4629,157312,5,7,0,2040
1,5,1024061,316,52326,AS,0.6,0.6,3,1500,0.551737,3.57792,-1,1190,3976,251030,8,2,1,2026
1,6,1024062,316,53162,AS,0.6,0.6,3,1500,0.561283,3.64461,-1,1232,4477,249645,8,7,0,2040
1,7,1024063,316,53404,AS,0.6,0.6,3,1500,0.614738,3.5526,-1,1282,4546,252102,8,5,1,2035
1,8,1024064,316,52979,AS,0.6,0.6,3,1500,0.563192,3.53175,-1,1378,5619,219459,7,7,0,2040
1,9,1024065,316,53423,AS,0.6,0.6,3,1500,0.549828,3.47188,-1,1330,5081,219645,7,8,0,2040
1,10,1024066,316,52355,AS,0.6,0.6,3,1500,0.628102,3.58769,-1,1352,4829,249768,8,2,1,2026
1,1,924157,316,53784,AS,0.6,0.7,2,1500,0.578465,3.51388,-1,1225,4438,182414,5,12,0,2040
1,2,924158,316,53929,AS,0.6,0.7,2,1500,0.599465,3.45771,-1,1246,4378,183270,5,12,0,2040
1,3,924159,316,52842,AS,0.6,0.7,2,1500,0.597556,3.50525,-1,1185,3943,181901,5,7,1,2032
1,4,924160,316,53773,AS,0.6,0.7,2,1500,0.597556,3.44327,-1,1222,4218,182915,5,12,0,2040
1,5,924161,316,53593,AS,0.6,0.7,2,1500,0.639557,3.63414,-1,1354,4984,182623,5,12,0,2040
1,7,924163,316,53776,AS,0.6,0.7,2,1500,0.58992,3.68615,-1,1183,4600,183581,5,12,0,2040
1,8,924164,316,53558,AS,0.6,0.7,2,1500,0.664376,3.60942,-1,1380,5174,182905,5,12,0,2040
1,9,924165,316,53597,AS,0.6,0.7,2,1500,0.582283,3.54389,-1,1298,4733,182346,5,12,0,2040
1,10,924166,316,52793,AS,0.6,0.7,2,1500,0.603284,3.47488,-1,1177,4287,181209,5,12,0,2040
1,1,1024157,316,52054,AS,0.6,0.7,3,1500,0.599465,3.65798,-1,1197,4181,145755,4,2,1,2025
1,2,1024158,316,52367,AS,0.6,0.7,3,1500,0.586102,3.48184,-1,1239,4306,219411,6,2,1,2024
1,3,1024159,316,53864,AS,0.6,0.7,3,1500,0.622375,3.47045,-1,1251,4694,255875,7,8,0,2040
1,4,1024160,316,52221,AS,0.6,0.7,3,1500,0.593738,3.48491,-1,1158,4033,255918,7,2,1,2025
1,5,1024161,316,53144,AS,0.6,0.7,3,1500,0.601375,3.59064,-1,1500,5989,145829,4,8,0,2040
1,6,1024162,316,52964,AS,0.6,0.7,3,1500,0.61092,3.63897,-1,1240,4368,256790,7,4,1,2029
1,7,1024163,316,52957,AS,0.6,0.7,3,1500,0.593738,3.56529,-1,1193,4395,221538,6,2,1,2024
1,8,1024164,316,52467,AS,0.6,0.7,3,1500,0.563192,3.41408,-1,1212,4110,220052,6,2,1,2024
1,9,1024165,316,53534,AS,0.6,0.7,3,1500,0.622375,3.52152,-1,1420,5364,146892,4,8,0,2040
1,10,1024166,316,54087,AS,0.6,0.7,3,1500,0.563192,3.60956,-1,1151,4092,146192,4,8,0,2040
1,1,924257,316,52157,AS,0.6,0.8,2,1500,0.620466,3.54921,-1,1145,3560,208431,5,2,1,2022
1,2,924258,316,52119,AS,0.6,0.8,2,1500,0.622375,3.54397,-1,1160,3626,208404,5,2,1,2022
1,3,924259,316,53998,AS,0.6,0.8,2,1500,0.641466,3.55228,-1,1292,4547,125708,3,12,0,2040
1,4,924260,316,52233,AS,0.6,0.8,2,1500,0.61092,3.6411,-1,1132,3505,208865,5,2,1,2022
1,5,924261,316,53735,AS,0.6,0.8,2,1500,0.649103,3.5208,-1,1417,5452,125625,3,12,0,2040
1,6,924262,316,52147,AS,0.6,0.8,2,1500,0.58992,3.4393,-1,1156,3645,208154,5,2,1,2022
1,7,924263,316,52309,AS,0.6,0.8,2,1500,0.601375,3.58153,-1,1122,3588,209039,5,2,1,2022
1,8,924264,316,52165,AS,0.6,0.8,2,1500,0.609011,3.62671,-1,1212,3710,208554,5,2,1,2022
1,9,924265,316,52092,AS,0.6,0.8,2,1500,0.551737,3.53933,-1,965,3024,208250,5,2,1,2022
1,10,924266,316,52229,AS,0.6,0.8,2,1500,0.65483,3.48815,-1,1198,3971,209038,5,2,1,2022
1,1,1024257,316,52053,AS,0.6,0.8,3,1500,0.603284,3.57054,-1,1159,3793,166248,4,2,1,2025
1,2,1024258,316,52173,AS,0.6,0.8,3,1500,0.605193,3.58775,-1,1149,3792,166782,4,1,1,2022
1,3,1024259,316,52435,AS,0.6,0.8,3,1500,0.559374,3.50492,-1,1105,3745,167727,4,1,1,2022
1,4,1024260,316,53840,AS,0.6,0.8,3,1500,0.637648,3.6136,-1,1286,4470,166963,4,8,0,2040
1,5,1024261,316,53960,AS,0.6,0.8,3,1500,0.559374,3.53737,-1,1064,3609,166729,4,8,0,2040
1,6,1024262,316,53997,AS,0.6,0.8,3,1500,0.580374,3.57191,-1,1280,4455,167268,4,8,0,2040
1,7,1024263,316,52383,AS,0.6,0.8,3,1500,0.599465,3.47299,-1,1160,3792,167552,4,1,1,2022
1,8,1024264,316,53148,AS,0.6,0.8,3,1500,0.626193,3.67314,-1,1277,4593,167024,4,8,0,2040
1,9,1024265,316,53646,AS,0.6,0.8,3,1500,0.570829,3.46333,-1,1042,3438,167316,4,8,0,2040
1,10,1024266,316,52428,AS,0.6,0.8,3,1500,0.591829,3.55439,-1,1243,4296,167406,4,1,1,2022
1,1,1024057,316,53469,AS,0.7,0.6,2,1500,0.572738,3.51708,-1,1394,5875,220395,7,12,0,2040
1,2,1024058,316,53535,AS,0.7,0.6,2,1500,0.607102,3.55183,-1,1235,5052,155904,5,12,0,2040
1,3,1024059,316,53911,AS,0.7,0.6,2,1500,0.630011,3.53222,-1,1409,5496,219649,7,12,0,2040
1,4,1024060,316,52575,AS,0.7,0.6,2,1500,0.605193,3.62615,-1,1338,4642,220342,7,5,1,2027
1,5,1024061,316,52212,AS,0.7,0.6,2,1500,0.551737,3.57792,-1,1258,4357,219259,7,3,1,2024
1,6,1024062,316,53397,AS,0.7,0.6,2,1500,0.561283,3.64461,-1,1444,5918,156073,5,12,0,2040
1,7,1024063,316,52469,AS,0.7,0.6,2,1500,0.614738,3.5526,-1,1320,4743,220507,7,4,1,2025
